timestamp,value1,value2
0.0,0.97,0.85
0.08137806971865798,0.9699161127712081,0.8501051292851565
0.10140242594500887,0.969752081847884,0.8499942608530803
0.12392982669965362,0.9703941468634896,0.8499735132266045
0.14927315254862897,0.9710952801082174,0.8501508893564391
0.17778439412872624,0.9715934042795277,0.8500626978066121
0.20985954090633568,0.9711913443621845,0.8500318082228574
0.2459440810311463,0.9727075307861908,0.8503178430085236
0.28653918867155825,0.9718447567348566,0.8504046953219225
0.3322086847670217,0.9714429160730988,0.8502597515839928
0.3835868678744181,0.9706169116719601,0.8502332256229289
0.44138732387023905,0.971496938918996,0.8501572447001909
0.5064128368655376,0.9702262529996496,0.8502720514406094
0.5795665389852485,0.968896936425305,0.8504442825135857
0.6618644538699232,0.9698907341326839,0.850739906918947
0.7544496081151822,0.9666946805778049,0.8505857498462647
0.8586079066410988,0.9655986373185993,0.8511643211459272
0.9757859924827548,0.9631923625738561,0.8512857094886589
1.1076113390546178,0.9609663395889343,0.8514292300153891
1.2559148539479636,0.9597404564319951,0.8509192840033791
1.422756308202978,0.9568841961459493,0.8500853634885975
1.610452944239869,0.9570622068426626,0.8502228400164453
1.8216116597813712,0.9558691681529938,0.8491159343965092
2.0591652147655615,0.952468249814516,0.8484832134498511
2.3264129641227753,0.9541447335539739,0.8476589465235654
2.627066682149641,0.9520020700926367,0.8470278278246961
2.9653021149298646,0.9490187769837515,0.8462735861267471
3.3458169768076162,0.9471218939186298,0.8450951827072628
3.773896196420087,0.9453043341389354,0.8436620059361861
4.255485318484117,0.9432095874111123,0.8444324620788067
4.79727308080615,0.9410757970680275,0.8443535631927171
5.391938818044219,0.9380610202581965,0.8448670908103073
6.047471010646278,0.9341617660015483,0.8432901513585274
6.754680656796847,0.9292738306978658,0.8406674635139944
7.550291508716237,0.9254407401672051,0.8395253943709886
8.44535371712555,0.9260563007008092,0.8369785185179893
9.45229870158603,0.9293065003763333,0.8350604467255714
10.585111809104067,0.9228212558024171,0.8337785295649826
11.745575566834873,0.9281450995975086,0.8310579874439752
12.899600955474314,0.9195978318323215,0.828377257682621
13.950147728738255,0.9203218116223841,0.8271730564927944
14.914014346299622,0.9276217569954224,0.8267390169482695
15.845995150192628,0.934022157264409,0.8262097384826427
16.76869147571818,0.9378129981454019,0.8260809159392896
17.666079054881532,0.947104730942959,0.8252671555901339
18.556268485157048,0.9521827805666965,0.8229350295601421
19.42002507122076,0.9567908113490443,0.822740149294975
20.232171564887686,0.96077456582157,0.8215946158676808
21.026564149888717,0.9635103489187875,0.8214396447901643
21.792348458160184,0.9736270278578506,0.8209717457274671
22.551653654756617,0.9816652049034549,0.8214387187979467
23.305637861146586,0.9902090427471507,0.8217664714787054
24.0853007166459,0.9961406435686576,0.8231117728104563
24.8983487109196,0.9936401064459188,0.8228632214305773
25.746866165695756,0.9880973916211282,0.8244938042547943
26.61260317327179,0.9862185158782593,0.825248749893882
27.55135948332591,0.9951332548222229,0.8256296104211631
28.544006077184573,0.9986056549012818,0.8266950166901716
29.646127238833706,1.0086434888683544,0.8279067807265479
30.886013545688982,1.0097893031568734,0.8271829328724148
32.28088564090117,1.011628963973332,0.828280373721523
33.83520046536805,1.0046402413047488,0.8305911093218551
35.583804642893284,1.009752561208506,0.8336823765580784
37.550984342609176,1.007719534342844,0.8315746880954173
39.15444615690348,1.001362478807836,0.8291943887055784
40.958340697984575,0.999373842172998,0.8294617506388969
42.98359233692474,1.005714337112496,0.8319749392072529
45.26200043073242,0.9932261492578924,0.8364824526682779
47.169380843600415,0.9936186471256386,0.8364909825015816
49.069938955733406,0.9987171431567184,0.837486871123917
50.88143316370018,0.9855946868016604,0.8394150323671583
52.57493263048638,0.9839564770892664,0.8404626638919004
54.184780508909384,0.9822972724225676,0.8411271372242113
55.698777593788016,0.980027559275944,0.841082215394994
57.15270806822948,0.9771017931072107,0.8402904049322303
58.621103857145236,0.9745361708613075,0.8377278467967322
60.22001481218368,0.9713964634361921,0.8378218617149428
62.01878963660192,0.9660461381245323,0.8365251673994304
64.04241131407245,0.9598853084051585,0.8351193494044966
66.3189857012268,0.9592528626266438,0.8332667885302515
68.7097697986302,0.9533297492392218,0.829200925075279
70.42126218394249,0.9551044064484675,0.8263147838096061
71.8344093377279,0.9532210152047125,0.8249092211659277
73.09880743525656,0.9555105822053788,0.824552090073074
74.25286504296326,0.9608250797690966,0.8244026782952946
75.3733614091295,0.964617798384744,0.8227053203477115
76.42345863046008,0.9688330605064395,0.8236564868368047
77.3969047712769,0.9822933763119013,0.822911922830632
78.40313193215688,0.9898806151804447,0.8242240168782308
79.41990901915064,0.9904394902621461,0.8253700149006297
80.47631724040838,0.9945779240771965,0.8255270441434227
81.6533172041778,0.9904744033743443,0.826254048143262
82.8648398133871,0.9907687427452958,0.8265550907769235
84.14627139703722,1.001047970416918,0.8264326844327777
85.48804080026422,0.9992471720619654,0.8264675872584851
86.95406169967328,0.9984266733842737,0.8271901554385958
88.4253924830944,1.002141734148604,0.8273450143108203
89.99882724328042,1.0080926351170756,0.8301582662697288
91.76894134848969,1.0030637632231485,0.833848772032564
93.76031971685012,0.991209056575318,0.8324303658607792
95.69402470903789,0.9974350165481173,0.8320992794803279
97.86944282524914,0.9962175803492208,0.8354167022685326
99.95627459990352,0.9932190738937482,0.8360392821316416
101.80334662265109,0.9928636683878364,0.8365792986164386
