timestamp,value1,value2
2020.0,88.95752858215282,68.45669291338582
2019.761318548673,88.73621546614439,68.21160199130001
2017.3745040354036,86.48866907475762,65.76119022415168
2006.9571946271255,76.09289615998256,55.23889930105443
1992.1870567099318,60.93294068561,41.77210239793881
1976.39479428412,46.68105023545528,30.557264741382745
1951.820551894099,31.448324326679806,19.582441147159102
1930.670120889505,23.786536209097413,14.278036740872976
1900.8835264726065,17.653894060385316,10.028458021529683
1865.6180615092703,13.770680433516068,7.267293262416758
1823.4353721199595,11.238701820261499,5.388154434353786
1770.072065074552,9.477067364946762,4.005427522304231
1704.3067703429886,8.280386318734319,3.000252708188513
1619.1208105972305,7.429732310381014,2.227111679849139
1512.3707475737453,6.85112361586228,1.6517831002506753
1372.311987838453,6.4455957755725946,1.2060388855118398
1195.9904446205855,6.178006276037187,0.8776426290754816
963.1144760556068,5.996633001800654,0.626941646890678
675.1378365356278,5.883354200392384,0.44932138519303233
289.9084233723676,5.808217710374612,0.314896446180719
0.0,5.776993298344096,0.25219671236888214
